,Driver ID,Driver Onboard Date,Number of Rides,Average Ride Distance in Miles,Average Ride Duration in Minutes,Percentage of Prime Rides: ,Total Revenue: ,Average Ride Revenue
32,08b2b063cce8d02495c4b880293f153c,2016-04-20,522,4.5274991242453595,15.976021711366538,42.911877394636015,7802.987121535328,14.948251190680704
33,0938ed763cb3129ae63607aaf69daff5,2016-03-30,38,2.4205247917910775,13.492105263157894,18.42105263157895,396.23206049063594,10.427159486595682
34,0abc4faab8bbdf4d62412655fe0a2398,2016-05-03,46,3.4788498228547375,11.366666666666667,47.82608695652174,596.4564565815801,12.96644470829522
35,0afc0241296972b583debd7c5f5c707c,2016-04-05,428,3.791416089883715,14.64696261682243,42.52336448598131,5717.325877288207,13.358238031047213
36,0b10af0ede0648dbe6ae05813c5cbf1b,2016-05-13,38,3.7923522751726275,10.561842105263159,34.21052631578947,461.4390028013554,12.143131652667247
37,0b631e16fa61f7321da18cf35a076d5f,2016-04-13,394,3.7614798613096054,14.402918781725889,48.73096446700507,5503.148860990634,13.967382895915314
38,0c02bd2b09f7193103279ab9b760b777,2016-03-29,330,3.9199374409460535,13.022222222222222,23.636363636363637,4080.345236969813,12.364682536272161
39,0ca501b2a1d72e80e0d0cd2c25bdd124,2016-04-21,265,3.2986802746514394,13.657232704402515,38.867924528301884,3267.0496463643494,12.328489231563582
40,0d53c0441daccbb9022ccdcd2a58c7f7,2016-05-11,40,3.663194228690022,14.2675,35.0,507.07928075277226,12.676982018819306
41,0e7f0f05c7e193b1774c2e5713741cd4,2016-04-04,272,5.78131590663034,15.70686274509804,21.323529411764707,4050.7299726005704,14.892389605149155
42,0efa2b92642c1e6db77406bb3761baf4,2016-05-03,346,3.0648886977758663,13.314161849710983,50.28901734104046,4384.907319263387,12.673142541223662
43,0eff1404b137a5562642f0f706e59f25,2016-03-29,45,3.264816632905415,11.054444444444444,15.555555555555555,467.8365837165131,10.396368527033625
44,0f057c0c73054f569a59a0880b91cbb0,2016-04-04,32,8.836075658344415,16.444270833333334,9.375,602.3884197517823,18.824638117243197
45,0f346940b7c9dc770d408b1063ed2f81,2016-04-14,468,4.534140926699367,16.267307692307693,45.72649572649573,7686.212277381825,16.423530507226122
46,100979abe35f7761f333bb7e63649767,2016-04-10,470,4.0742088272475385,14.67095744680851,24.04255319148936,6129.918324209507,13.042379413211716
47,10570128e114c22b855f1155b88fb379,2016-04-26,428,3.8540135858793456,14.753855140186916,32.47663551401869,5690.496264519406,13.295552019905156
48,10ab4d373b29fb6ee31ae2b7b39fc574,2016-05-14,32,5.961877229174693,15.401041666666666,28.125,531.9586625624999,16.62370820507812
49,10d2c35bb4b440aa1eaf06d477ff27a6,2016-05-11,40,7.4205108926640735,18.225416666666668,25.0,747.4608007847938,18.686520019619845
50,1110d496149d3d8c50276765924df831,2016-03-31,28,2.741540897865851,15.046428571428573,25.0,321.85309591923806,11.494753425687074
51,1127af601413f32c08e2a89447e5f3b9,2016-04-05,41,5.79731670034709,15.572357723577236,17.073170731707318,604.2127721622942,14.736896882007175
52,113d6a61dd3bd21e5bc39bc19197f0f4,2016-04-05,509,3.974566151817645,12.860085134250165,18.860510805500983,6044.9061563322075,11.876043529139897
53,11506b81721ca68ef019764de3d8edbd,2016-04-22,647,4.462586628915376,15.68575476558475,36.476043276661514,9194.965447495038,14.211693118230354
54,117ea72f13b43f0f4055b0472dcb6b1b,2016-04-25,38,5.182771884911305,15.540350877192983,2.6315789473684212,503.37437946197394,13.246694196367736
55,118be60e268514eb85f66ddb82bfa407,2016-05-11,39,6.013549749491192,14.408974358974358,20.512820512820515,594.1422393289588,15.234416393050225
56,122972e7c73c944e744e6eca819d93e7,2016-04-24,40,4.5758509699628425,13.475833333333332,17.5,518.0093811096474,12.950234527741184
57,12933735316b452a5bc6a933d1a38124,2016-04-26,542,3.3162020946268593,12.383302583025829,46.86346863468635,6765.91099293396,12.4832306142693
58,133c19880625cbe91986ee3c402866cd,2016-04-28,51,3.675699964204057,17.24313725490196,33.333333333333336,714.4178230092252,14.008192608024023
59,133faf644d5cfee9460b87eea4367f92,2016-04-08,0,0.0,0.0,0.0,0.0,0.0
60,1340d44ca7946f4192cd80d8f47ce99b,2016-05-05,243,3.028130899045546,11.576268861454047,54.32098765432099,3037.396172458896,12.499572726168298
61,136b51093f684e15e2798e4dc1e23d0c,2016-05-14,137,5.470012234239561,15.301946472019464,40.87591240875913,2168.6479555480314,15.82954712078855
62,13fe6713788e9b63f57950320f260512,2016-05-05,0,0.0,0.0,0.0,0.0,0.0
63,14183e69946d782c92eb53b3c6eeb86f,2016-03-30,24,3.051794524463445,14.652083333333334,45.833333333333336,325.5983814803997,13.566599228349988
64,146cd888491dd0f348575244f5bbc24e,2016-04-16,0,0.0,0.0,0.0,0.0,0.0
65,148fb453d12992652b56d8bc2cfb1b78,2016-04-16,29,3.2496722794480326,11.458620689655172,24.137931034482758,328.5004872628944,11.327603009065324
66,156a150f1dbafbb01a786a5f45bdd7b6,2016-04-04,44,3.3152918700720906,11.756060606060606,22.727272727272727,487.08599633286525,11.070136280292392
67,1585fa96f0818e8f4d1cf826b332fda4,2016-05-06,0,0.0,0.0,0.0,0.0,0.0
68,15e0ade28a7d24026b2fe91ef528ddf5,2016-03-29,453,3.597214560225435,13.39102281089036,47.24061810154525,6082.583475579013,13.427336590682147
69,162441a5f1b85a5c3780686296c3bc75,2016-04-18,41,6.646066392312922,16.222764227642276,24.390243902439025,684.1420500246477,16.6863914640158
70,163b1ac215580e695280d8f94c687ef4,2016-04-18,65,4.937762350739099,12.122051282051281,13.846153846153847,856.1486854217671,13.171518237257956
71,1674103b16c39ab56a76884b7c2ca83e,2016-04-18,348,4.0762247935149825,13.899808429118773,28.735632183908045,4482.826370993696,12.881684974119818
72,1682c469cb12aa06b06d93ab87c3836a,2016-04-20,406,4.271735541804275,13.473316912972084,28.07881773399015,5301.259821854507,13.057290201612087
73,1696be121baad60c7ca8a1c8164b24ad,2016-04-22,60,2.7899635875576325,13.815833333333334,33.333333333333336,707.7674836185435,11.796124726975725
74,16cd1e08be52741e1516cade45ae7754,2016-05-05,61,6.065402638328267,14.556830601092896,19.672131147540984,966.3112398105228,15.841167865746275
75,17235b165b78a09be9cd7f9abc1e833a,2016-04-07,682,4.013828258479542,14.847434017595308,35.63049853372434,9183.639420698335,13.46574695117058
76,173a168d2b8830525f59be85a35f0000,2016-03-29,38,2.9743968269437686,12.703070175438597,10.526315789473685,390.7684720092294,10.283380842348143
77,175540c364f94b6adbc0ce3541a3254a,2016-05-14,54,5.919806555160179,13.320061728395062,25.925925925925927,889.493987341602,16.472110876696334
78,179ef343f855d34fa0262c720cdb9a52,2016-05-14,21,3.900978040687487,11.857142857142858,47.61904761904762,275.0999517928675,13.099997704422261
79,180284a755fb939181db32b838fd0720,2016-05-07,287,3.7079671113256163,12.032810685249709,34.494773519163765,3624.907714055657,12.630340467092882
80,1805f90c5220ac830835df3309a76e78,2016-04-04,37,4.977430734573415,16.563063063063062,37.83783783783784,555.4546174073429,15.012286956955213
81,181396b71a4723deaa02c3dd3ffa9041,2016-04-06,54,4.993477887645684,14.955555555555556,31.48148148148148,783.1139484850931,14.502110157131355
82,183336ca67d3257c34cb80c9bd4dfb34,2016-04-19,256,3.1010674406899725,13.097591145833333,58.59375,3523.217394735317,13.762567948184833
83,186d02f3ae489428440a352e3fe503a4,2016-05-06,32,9.37313588179005,20.542708333333334,34.375,720.0934765763191,22.50292114300997
84,187a5227c531151abd112eef1d104301,2016-03-30,439,3.6308932143917403,14.190242976461656,34.39635535307517,5610.188498828706,12.779472662479968
85,19029e596b5c3e45cc6b3cca0640fa58,2016-05-02,45,7.29843704044308,15.772222222222222,28.88888888888889,828.4715152350237,18.41047811633386
86,1925803c42c264e21fdcf0a35fbd2107,2016-04-16,379,3.4974235000808114,13.992612137203166,45.382585751978894,4939.0021888123865,13.03166804435986
87,1936275dcb0942dc60a378839fae4730,2016-04-21,296,6.838971087358626,15.862837837837839,17.56756756756757,4953.26958166909,16.73401885699017
88,1936720ce0900cbff6d9114328c84bee,2016-04-05,26,5.3900500061659296,11.969871794871796,26.923076923076923,352.4585217946488,13.556096992101876
89,1989ad384dd8ab8f43fd19822c36aeac,2016-03-31,347,5.317328251948845,13.735302593659943,14.409221902017292,4786.380676575488,13.793604255260773
90,19daceea26aeb211cb8bf28c8497b6c2,2016-04-21,250,3.977111113872768,16.36133333333333,33.2,3449.115235311783,13.796460941247133
91,19e1cdfeaf90239d8585e6a78136a403,2016-04-05,737,3.2689618719787013,12.185888738127543,29.850746268656717,8669.206267699805,11.762830756716154
92,1a2af09b492ba2519c5b4aec478642a7,2016-04-04,254,7.968126807791017,20.47775590551181,32.28346456692913,4985.800957103531,19.629137626391852
93,1aee4c95edf898beee1a8b49a1f898b0,2016-04-05,288,7.199256889988029,16.074710648148148,16.666666666666668,4875.989465758223,16.93051897832716
94,1b51afba3b72e0259db160170f824f95,2016-04-04,211,4.1076065623321965,13.610821484992101,35.54502369668246,2715.142398431446,12.867973452281735
95,1b9ddecea8eb99bc37f9b0711546f1c0,2016-04-20,620,3.8273323426112973,12.151129032258066,33.70967741935484,7739.546946458383,12.483140236223198
96,1c4312919166a0e7cefe6b3ddf1ec9c6,2016-05-13,47,5.1355795649280305,15.298226950354609,36.170212765957444,726.7165023871071,15.462053242278873
97,1c44fab20b7f0804c11d88dc0554edf4,2016-05-11,41,4.1827629990418735,13.064227642276423,39.02439024390244,540.0314958844414,13.171499899620521
98,1c6e8fbca23da68279d93b2de6eaa3d1,2016-05-01,467,4.068714084955198,12.676695217701642,35.11777301927195,6136.383371586072,13.14000721967039
99,1c95fcac4de21d077072da1ea1705eb5,2016-04-20,27,3.3898874578904907,13.364197530864198,22.22222222222222,325.84049414874005,12.068166449953335
100,1cf6fa07dcec364af2acf257b2d3731e,2016-05-13,102,3.723722329723767,11.72516339869281,26.470588235294116,1217.4773435704492,11.93605238794558
101,1cf95d6dd025d792340b623bcff18260,2016-04-11,43,2.9980223006340023,12.707364341085272,37.2093023255814,496.88192851106675,11.555393686303878
102,1d789a00290ec2e8a4ae1c704f671caf,2016-04-09,396,4.113544005052326,12.679840067340068,33.83838383838384,5141.6572464271085,12.983982945523001
103,1d7bc6daa163020694e2a5e636b96a0d,2016-04-20,301,3.823215616711203,13.34717607973422,37.541528239202655,4231.70094654641,14.058807131383421
104,1d92784a09b1d1f85b05508e33261efb,2016-04-05,316,6.234122550120004,16.14773206751055,29.430379746835442,5173.998816921843,16.37341397760077
105,1e836fdeba5bcacf45438c08bfcf4fa3,2016-04-26,567,3.604952562081986,13.820340975896531,38.977072310405646,7158.37717215339,12.625003830958361
106,1e9570c1846c0f79c1ec103f608bc8ee,2016-05-14,219,3.9224508665823077,14.537899543378995,42.465753424657535,2984.7073769754447,13.628800808107053
107,1e9b964b3e3d0289794289579269247a,2016-03-28,0,0.0,0.0,0.0,0.0,0.0
108,1eb30783865c10a8abc395e1b73bd578,2016-04-04,28,4.65978511155416,11.521428571428572,17.857142857142858,351.80888814048,12.564603147874285
109,1ed175c60fdf7380fefc804bf4dd75f3,2016-05-13,35,2.358659894295621,9.745238095238095,17.142857142857142,324.44552764797993,9.269872218513711
110,1f83b77c681720ce48d33c21083c27e0,2016-04-13,263,3.5752180675723717,15.360392902408112,50.57034220532319,3609.904051854591,13.725870919599206
111,1f8e4a81c9da3260c84f14483319a338,2016-04-20,44,3.5880745014613558,12.493181818181819,29.545454545454547,521.3995657805892,11.849990131377028
112,20f5672c1b6a59b9d5ec09a34ad90e9b,2016-04-30,45,4.138535742050227,14.562222222222223,15.555555555555555,555.3296244568166,12.340658321262593
113,215263f9135bdd22b0e41659046b150d,2016-04-13,395,4.31982731186446,14.90476793248945,33.164556962025316,5536.7947899656565,14.017201999913054
114,21eb2a893ddf647ee9d307d873a697b7,2016-05-11,551,3.513212132344409,13.140290381125228,41.92377495462795,7133.010823689626,12.945573182739793
115,220d2d2a94c58c0f7ee7cb1864d5f0c5,2016-04-26,370,4.345200768889983,13.477117117117116,45.4054054054054,5197.750979959694,14.047975621512686
116,2231ec7a993e7ce92f79588ccc405e21,2016-04-28,39,7.037476423684435,17.225213675213677,17.94871794871795,662.4265737300176,16.985296762308142
117,225fb2558cee416b136c9c9231824580,2016-04-16,41,7.560666438931033,15.895934959349594,7.317073170731708,667.000189131362,16.268297295886878
118,22ca9510a0c0d97ba66750530ee0e914,2016-04-25,242,4.610357184563211,13.25206611570248,50.0,3652.6704673530753,15.093679617161468
119,22d43c4cd79a3cbab663d9eadd1e5995,2016-03-31,373,9.336545169583282,20.283467381590704,42.62734584450402,8321.010627483936,22.308339483871144
120,23017e4c03d224c89b5e3a0550e1bd9f,2016-04-01,223,3.9128036276576292,15.247085201793722,30.044843049327355,2927.8315148549505,13.129289304282288
121,236af2c3c395a20fd53696a5634abd7b,2016-03-31,236,4.781855515883657,14.91617231638418,19.491525423728813,3142.7692423219055,13.316818823397904
122,23d3a2d0f6732d106fbc3d6079ac018d,2016-04-19,75,2.8827552495640036,13.056666666666667,56.0,948.1665236566955,12.642220315422607
123,23f2a72a48ef9f44301dbcfd69f8b3f0,2016-04-20,195,4.90403615050986,16.256581196581198,28.71794871794872,2824.3359875249084,14.483774294999531
124,2422c0748699c412f9759b2897484061,2016-05-05,468,3.795197298589994,14.28272792022792,33.76068376068376,6064.248328751742,12.957795574255858
125,24708f36edaf58e1c50b06720b536b45,2016-04-06,254,4.2334662744809854,13.753871391076114,22.04724409448819,3220.9945173373344,12.68108077691864
126,2494554e7702a28816717bc0cbf7d57b,2016-05-02,212,5.467502674833771,13.454559748427673,24.056603773584907,2991.2116973459097,14.109489138424102
127,24b79c598cb070bf049057bd529d3c86,2016-04-05,225,4.921736032576502,14.71362962962963,39.111111111111114,3261.9441321255913,14.497529476113739
128,24f805c6313acfbc2250cbfd90268b24,2016-04-09,45,6.196991727457633,15.725185185185184,42.22222222222222,746.7871034678814,16.59526896595292
129,25061f5683655c7cc6e503eb0383c96e,2016-04-14,364,6.061847823222052,15.984432234432234,45.604395604395606,6203.090325594135,17.041456938445425
130,25827d13d5d988125ef4cc8a2ea3ddc1,2016-05-09,476,3.2292297286021423,12.911624649859943,38.65546218487395,5842.437107231326,12.274027536200265
131,258e3bc5c82e3f687b4e999bc598374e,2016-04-29,40,5.138410777088745,17.155416666666667,20.0,589.0623036110042,14.726557590275103
132,2678d03ea513d10988818e77c5915b75,2016-04-20,569,3.378675487990001,13.574106619800821,39.54305799648506,7184.468729629337,12.626482828874055
133,268e15733721c4f3c10d9942e85a4859,2016-04-29,0,0.0,0.0,0.0,0.0,0.0
134,26dd952cf82f0d354e4007476748a1dc,2016-03-31,643,4.741925348260092,14.538621047174702,34.21461897356143,9048.08279809011,14.071668426267667
135,26efe85697b050171e2ac92d11f75605,2016-03-29,466,4.8912341694628,16.31927753934192,31.974248927038627,6816.188999695527,14.627015020805851
136,272fc17e9698d95dda029e15b5546534,2016-04-07,305,4.357994632561928,15.578415300546448,40.0,4500.258532598252,14.754946008518859
137,2736701b1fff80dc6ec8618309c76813,2016-04-25,0,0.0,0.0,0.0,0.0,0.0
138,274a1e97df854e1590ae812ca9ee5ac7,2016-04-02,313,5.039779567922413,18.69094781682641,35.14376996805112,4837.643263157567,15.455729275263792
139,276f6a36e30c69076c4cab7970ade946,2016-05-13,42,4.747583599783881,18.738888888888887,45.23809523809524,736.2900249201535,17.530714879051274
140,28083e35d199d29c2a88502329af5f6d,2016-05-12,0,0.0,0.0,0.0,0.0,0.0
141,281274ed70a896744065199c58462f3d,2016-04-07,48,7.67583036110041,18.996875,18.75,891.8232581575883,18.579651211616422
142,28a396a3e1793b64046aaaf8345604ec,2016-05-15,0,0.0,0.0,0.0,0.0,0.0
143,28e4da66781b209cd9a299365a0dcab0,2016-04-21,27,3.613627670694543,13.619753086419754,18.51851851851852,312.82697223085245,11.58618415669824
144,290c05b6d7e38c64bae2535b5d1d27f2,2016-04-15,328,5.450818044785517,16.590701219512194,27.4390243902439,5042.767452903055,15.374291014948337
145,297e507cc9f1da096e51c2223657255b,2016-05-07,588,5.0065882418186565,16.28826530612245,33.16326530612245,8821.620862622765,15.002756569086335
146,299507a03373935d7a89a9fd6a6c0e46,2016-04-11,54,5.542011931277096,15.454938271604938,27.77777777777778,807.1244406920433,14.946748901704506
147,29ca037d71b4a5934ae4528d050daeef,2016-04-13,332,6.174285170557832,16.059538152610443,15.060240963855422,5134.723602616599,15.46603494764036
148,2a190f6b01dba26d00d3b644a268ba75,2016-04-07,294,6.0420615236786555,14.672789115646259,17.687074829931973,4519.447200709608,15.372269390168736
149,2a289b5c712e32bfb651b126cbe4e5bb,2016-04-05,241,3.6993335635592377,15.60387275242047,31.95020746887967,3138.488082614613,13.02277212703159
150,2a4afd4ab156dd0a6a0dc48bdf5d8db7,2016-05-07,42,4.869964439725957,15.786904761904761,30.952380952380953,603.0798452108731,14.359043933592218
151,2aa41b072dc16081ebe60ad5b17f5a4c,2016-04-08,459,4.5823680734301755,15.092519970951344,35.729847494553375,6428.704785895666,14.00589277972912
152,2b1f99b4f3360623da8fdcd39828122e,2016-04-12,247,7.119097631945984,18.12685560053981,16.194331983805668,4204.897677106762,17.023877235250048
153,2b4078909534095c15f578c588667bc9,2016-05-03,53,4.211218896484226,13.038679245283019,33.9622641509434,691.8289542452185,13.053376495192802
154,2b77329ac116a3d1a5334c3fd54bd499,2016-03-29,268,4.2349658866367585,14.452674129353234,22.761194029850746,3514.9249444606708,13.115391583808472
155,2ba51f9574a5c08327a718edada3e052,2016-04-26,40,4.296668199386084,14.521666666666667,25.0,528.3647243984076,13.20911810996019
156,2ba60fe37b426385154d69d8eff687e1,2016-04-25,41,3.629407843906319,12.665853658536586,24.390243902439025,491.88446987481404,11.997182192068635
157,2c00d6d77281fb9f97c1eb711f39b08d,2016-05-02,83,2.602391371693043,13.528915662650602,39.75903614457831,964.4031403587805,11.619314944081694
158,2c130ea88372d326fb1a0719227627e3,2016-04-23,215,5.179690880068993,16.321627906976744,35.81395348837209,3335.8699591613135,15.515674228657272
159,2cc500616c927ce30d0bd1e87c699ef5,2016-04-06,34,5.5391541581898025,16.354901960784314,14.705882352941176,489.0445048073537,14.383661906098638
160,2d42e6d775b4399a56b71c2f3d6905ab,2016-03-29,224,2.9935130905482104,12.164285714285715,37.05357142857143,2596.6527627143214,11.592199833546077
161,2d4c69afb7ac569a35a1c15fcecc1cb0,2016-04-14,439,4.8135792618108875,13.67107061503417,36.21867881548975,6380.307235535478,14.53372946591225
162,2da7874cc42c3c94f157bd3fd78369b6,2016-03-29,538,3.2452461636239347,14.699659231722428,32.899628252788105,6616.945289599054,12.299154813381142
163,2db4e5237ec8a271bd6269b5ddc9b422,2016-04-22,277,5.702351063572533,15.740312876052947,36.462093862815884,4459.837019866319,16.100494656557107
164,2e4d5b1e1a62e56b3a8f887641379fe4,2016-04-09,583,5.022970434104637,12.670783304745568,30.703259005145796,8197.154490688716,14.060299297922326
165,2e5d7b104b570a5cf450f6825880c9dc,2016-05-15,35,4.9166206554949765,14.093333333333334,20.0,477.7199614096461,13.649141754561317
166,2e882efad8288189f654defcd3dbcd64,2016-04-24,33,3.081010811509028,10.723737373737373,36.36363636363637,363.6995418712018,11.021198238521267
167,2ebb15757eae00c4c491f569ca1a72a4,2016-04-01,34,2.9960034767632187,14.015686274509806,17.647058823529413,374.11657358088826,11.003428634732007
168,2ed0f3c071cdebf30186d2bf0a0c6151,2016-04-07,295,3.7224081542638916,12.207401129943502,34.23728813559322,3724.2591963744962,12.624607445337276
169,2f29fdfd281552870b7f07152889e0fb,2016-04-04,258,3.484537886059122,13.850968992248061,35.27131782945737,3304.1919625498667,12.806945591278554
170,2f331eb33f5d186bdcfb8cd8e2eb1349,2016-04-13,0,0.0,0.0,0.0,0.0,0.0
171,2f3773bd9dab0fa3e04c6f58dc0714a4,2016-04-22,26,3.3525449037398034,9.752564102564103,26.923076923076923,312.43803864213487,12.01684764008211
172,2f50e03ac03a920d1447b894643797f6,2016-04-08,32,3.373490840965862,14.385416666666666,34.375,416.4153315903829,13.012979112199465
173,304fecb59756fb1d76c37ab927293da0,2016-05-13,0,0.0,0.0,0.0,0.0,0.0
174,309320204754c3eeb2577949e870fe2d,2016-04-06,217,3.544668023454559,13.144470046082949,36.866359447004605,2726.4395667468234,12.564237634777989
175,30e91f4104a6b5b0450588d8febddd93,2016-05-05,43,5.37812554099167,12.008139534883721,9.30232558139535,594.7618803588219,13.831671636251674
176,314d2be0d3461375f9e9ecf56b2b04ee,2016-04-29,49,5.018979766835587,16.596258503401362,8.16326530612245,670.4203789659116,13.682048550324726
177,3155bb6b7fc081f2cccc4f50c9bea08e,2016-04-11,27,4.478946740992051,13.353086419753087,33.333333333333336,363.31419472682376,13.456081286178657
178,31b451688ffc6f785c22bf74374507bc,2016-04-27,41,4.441496544409813,13.126829268292683,36.58536585365854,574.2248325048364,14.005483719630156
179,329870cd7580c9efbc6b62073f89b90d,2016-04-24,54,3.7998668881515267,12.584259259259259,20.37037037037037,629.064821303557,11.649348542658462
180,32b84f6d92b60badb7a8a6c47088151d,2016-04-14,39,5.788007378721585,13.582478632478631,12.820512820512821,547.6562984235774,14.042469190348138
181,32d6b6b2ad34385519bd4492ce78eee4,2016-04-02,29,2.5984736514390354,12.341954022988507,31.03448275862069,319.8426156374663,11.029055711636769
182,336a98815390e16a5661d2570374d448,2016-03-31,501,3.8590918130185505,12.797005988023953,21.756487025948104,6197.219432464036,12.36969946599608
183,336c8ec2eb47bc1453b85ee78849038e,2016-04-29,253,3.5112373417409075,14.303359683794467,47.03557312252964,3353.9193031667205,13.256598036232097
184,339a64370e18200c78fa15487f688c74,2016-03-31,0,0.0,0.0,0.0,0.0,0.0
185,33b7762088cf5b82b8fe6fc291f93b6b,2016-04-15,25,6.095741111263003,13.602666666666666,16.0,370.11727446033774,14.80469097841351
186,34699d5745d74c7076fd1ef051b795a9,2016-04-28,56,5.30185177952275,16.16785714285714,35.714285714285715,965.7224257407797,17.245043316799638
187,3474d70dfe09a1d9545f436cd3f3136a,2016-05-13,42,2.429005205919966,12.563095238095238,50.0,470.50743162000157,11.202557895714323
188,34784d7e4e1ee4869f10d9abeb4ad3fa,2016-04-23,314,4.405724655571509,13.099309978768579,19.10828025477707,4038.414383291702,12.861192303476757
189,34c0cce7c3c34f9f6062b697637890b2,2016-05-11,179,4.068821578060419,13.040316573556797,49.16201117318436,2481.2449230005254,13.861703480449863
190,34e2c40d9d6f01ec4a0ffed4b032ec1e,2016-04-29,43,5.209762430417092,16.869767441860464,39.53488372093023,731.3044829018936,17.007080997718457
191,352a72ac75c8886f94894f0cd77ef75d,2016-04-19,0,0.0,0.0,0.0,0.0,0.0
192,3575446a7484516f5593add3ddd37451,2016-04-04,391,7.239561311483601,17.51487638533674,25.575447570332482,6849.940087018076,17.51902835554495
193,35c3b0390b6f80657c53fb46b13f0a9e,2016-05-12,42,5.877594305148458,14.62063492063492,14.285714285714286,625.68133629521,14.897174673695478
